callId;cpuId;processId;timeStamp;utilization;numUsers
Long;String;String;Long;Double;Integer
0;cpu-agg;12071@kitt;204;0.13951612903225805;10
0;cpu-0;12071@kitt;204;0.18831168831168832;10
0;cpu-1;12071@kitt;204;0.16774193548387095;10
0;cpu-2;12071@kitt;204;0.1592356687898089;10
0;cpu-3;12071@kitt;204;0.1513157894736842;10
0;cpu-4;12071@kitt;204;0.13924050632911394;10
0;cpu-5;12071@kitt;204;0.10256410256410257;10
0;cpu-6;12071@kitt;204;0.11038961038961038;10
0;cpu-7;12071@kitt;204;0.11538461538461539;10
0;cpu-agg;12071@kitt;405;0.07547169811320754;10
0;cpu-0;12071@kitt;405;0.05263157894736842;10
0;cpu-1;12071@kitt;405;0.05263157894736842;10
0;cpu-2;12071@kitt;405;0.05;10
0;cpu-3;12071@kitt;405;0.0;10
0;cpu-4;12071@kitt;405;0.0;10
0;cpu-5;12071@kitt;405;0.15;10
0;cpu-6;12071@kitt;405;0.05;10
0;cpu-7;12071@kitt;405;0.09523809523809523;10
0;cpu-agg;12071@kitt;605;0.058823529411764705;10
0;cpu-0;12071@kitt;605;0.19047619047619047;10
0;cpu-1;12071@kitt;605;0.09523809523809523;10
0;cpu-2;12071@kitt;605;0.05263157894736842;10
0;cpu-3;12071@kitt;605;0.05263157894736842;10
0;cpu-4;12071@kitt;605;0.0;10
0;cpu-5;12071@kitt;605;0.05263157894736842;10
0;cpu-6;12071@kitt;605;0.05263157894736842;10
0;cpu-7;12071@kitt;605;0.05263157894736842;10
0;cpu-agg;12071@kitt;806;0.07547169811320754;10
0;cpu-0;12071@kitt;806;0.10526315789473684;10
0;cpu-1;12071@kitt;806;0.05263157894736842;10
0;cpu-2;12071@kitt;806;0.05;10
0;cpu-3;12071@kitt;806;0.0;10
0;cpu-4;12071@kitt;806;0.05263157894736842;10
0;cpu-5;12071@kitt;806;0.19047619047619047;10
0;cpu-6;12071@kitt;806;0.05263157894736842;10
0;cpu-7;12071@kitt;806;0.05;10
0;cpu-agg;12071@kitt;1006;0.11656441717791412;10
0;cpu-0;12071@kitt;1006;0.14285714285714285;10
0;cpu-1;12071@kitt;1006;0.15000000000000002;10
0;cpu-2;12071@kitt;1006;0.10526315789473684;10
0;cpu-3;12071@kitt;1006;0.05;10
0;cpu-4;12071@kitt;1006;0.09523809523809523;10
0;cpu-5;12071@kitt;1006;0.2;10
0;cpu-6;12071@kitt;1006;0.05;10
0;cpu-7;12071@kitt;1006;0.0;10
0;cpu-agg;12071@kitt;1206;0.15;10
0;cpu-0;12071@kitt;1206;0.1;10
0;cpu-1;12071@kitt;1206;0.18181818181818182;10
0;cpu-2;12071@kitt;1206;0.2;10
0;cpu-3;12071@kitt;1206;0.23809523809523808;10
0;cpu-4;12071@kitt;1206;0.14285714285714285;10
0;cpu-5;12071@kitt;1206;0.2;10
0;cpu-6;12071@kitt;1206;0.14285714285714285;10
0;cpu-7;12071@kitt;1206;0.15;10
0;cpu-agg;12071@kitt;1407;0.075;10
0;cpu-0;12071@kitt;1407;0.10526315789473684;10
0;cpu-1;12071@kitt;1407;0.05;10
0;cpu-2;12071@kitt;1407;0.1;10
0;cpu-3;12071@kitt;1407;0.1;10
0;cpu-4;12071@kitt;1407;0.05263157894736842;10
0;cpu-5;12071@kitt;1407;0.047619047619047616;10
0;cpu-6;12071@kitt;1407;0.05;10
0;cpu-7;12071@kitt;1407;0.05;10
