callId;cpuId;processId;timeStamp;utilization;numUsers
Long;String;String;Long;Double;Integer
0;cpu-agg;21476@kitt;203;0.6398996235884566;34
0;cpu-0;21476@kitt;203;0.4845360824742268;34
0;cpu-1;21476@kitt;203;0.7857142857142857;34
0;cpu-2;21476@kitt;203;0.5757575757575757;34
0;cpu-3;21476@kitt;203;0.64;34
0;cpu-4;21476@kitt;203;0.6237623762376238;34
0;cpu-5;21476@kitt;203;0.85;34
0;cpu-6;21476@kitt;203;0.5196078431372548;34
0;cpu-7;21476@kitt;203;0.6336633663366337;34
0;cpu-agg;21476@kitt;412;0.8012422360248448;34
0;cpu-0;21476@kitt;412;0.9047619047619047;34
0;cpu-1;21476@kitt;412;0.8571428571428572;34
0;cpu-2;21476@kitt;412;0.6666666666666666;34
0;cpu-3;21476@kitt;412;0.7894736842105263;34
0;cpu-4;21476@kitt;412;0.95;34
0;cpu-5;21476@kitt;412;0.65;34
0;cpu-6;21476@kitt;412;0.7999999999999999;34
0;cpu-7;21476@kitt;412;0.7894736842105263;34
0;cpu-agg;21476@kitt;613;0.3333333333333333;34
0;cpu-0;21476@kitt;613;0.2631578947368421;34
0;cpu-1;21476@kitt;613;1.0;34
0;cpu-2;21476@kitt;613;0.05263157894736842;34
0;cpu-3;21476@kitt;613;0.1;34
0;cpu-4;21476@kitt;613;1.0;34
0;cpu-5;21476@kitt;613;0.05263157894736842;34
0;cpu-6;21476@kitt;613;0.0;34
0;cpu-7;21476@kitt;613;0.09523809523809523;34
0;cpu-agg;21476@kitt;813;0.16981132075471697;34
0;cpu-0;21476@kitt;813;0.0;34
0;cpu-1;21476@kitt;813;0.16666666666666666;34
0;cpu-2;21476@kitt;813;0.09523809523809523;34
0;cpu-3;21476@kitt;813;0.0;34
0;cpu-4;21476@kitt;813;1.0;34
0;cpu-5;21476@kitt;813;0.0;34
0;cpu-6;21476@kitt;813;0.0;34
0;cpu-7;21476@kitt;813;0.05;34
0;cpu-agg;21476@kitt;1013;0.2012578616352201;34
0;cpu-0;21476@kitt;1013;0.15;34
0;cpu-1;21476@kitt;1013;0.13636363636363635;34
0;cpu-2;21476@kitt;1013;0.25;34
0;cpu-3;21476@kitt;1013;0.2;34
0;cpu-4;21476@kitt;1013;0.6;34
0;cpu-5;21476@kitt;1013;0.1;34
0;cpu-6;21476@kitt;1013;0.05263157894736842;34
0;cpu-7;21476@kitt;1013;0.2;34
0;cpu-agg;21476@kitt;1214;0.05;34
0;cpu-0;21476@kitt;1214;0.05;34
0;cpu-1;21476@kitt;1214;0.0;34
0;cpu-2;21476@kitt;1214;0.05;34
0;cpu-3;21476@kitt;1214;0.0;34
0;cpu-4;21476@kitt;1214;0.0;34
0;cpu-5;21476@kitt;1214;0.05;34
0;cpu-6;21476@kitt;1214;0.13636363636363635;34
0;cpu-7;21476@kitt;1214;0.0;34
0;cpu-agg;21476@kitt;1414;0.06211180124223602;34
0;cpu-0;21476@kitt;1414;0.09523809523809523;34
0;cpu-1;21476@kitt;1414;0.14285714285714285;34
0;cpu-2;21476@kitt;1414;0.0;34
0;cpu-3;21476@kitt;1414;0.1;34
0;cpu-4;21476@kitt;1414;0.0;34
0;cpu-5;21476@kitt;1414;0.05263157894736842;34
0;cpu-6;21476@kitt;1414;0.09523809523809523;34
0;cpu-7;21476@kitt;1414;0.05;34
0;cpu-agg;21476@kitt;1615;0.0949367088607595;34
0;cpu-0;21476@kitt;1615;0.05263157894736842;34
0;cpu-1;21476@kitt;1615;0.09523809523809523;34
0;cpu-2;21476@kitt;1615;0.10526315789473684;34
0;cpu-3;21476@kitt;1615;0.15;34
0;cpu-4;21476@kitt;1615;0.05;34
0;cpu-5;21476@kitt;1615;0.05;34
0;cpu-6;21476@kitt;1615;0.14285714285714285;34
0;cpu-7;21476@kitt;1615;0.2857142857142857;34
0;cpu-agg;21476@kitt;1815;0.03205128205128205;34
0;cpu-0;21476@kitt;1815;0.1;34
0;cpu-1;21476@kitt;1815;0.1;34
0;cpu-2;21476@kitt;1815;0.05263157894736842;34
0;cpu-3;21476@kitt;1815;0.0;34
0;cpu-4;21476@kitt;1815;0.0;34
0;cpu-5;21476@kitt;1815;0.0;34
0;cpu-6;21476@kitt;1815;0.0;34
0;cpu-7;21476@kitt;1815;0.0;34
0;cpu-agg;21476@kitt;2016;0.06289308176100629;34
0;cpu-0;21476@kitt;2016;0.05263157894736842;34
0;cpu-1;21476@kitt;2016;0.2;34
0;cpu-2;21476@kitt;2016;0.05263157894736842;34
0;cpu-3;21476@kitt;2016;0.05263157894736842;34
0;cpu-4;21476@kitt;2016;0.0;34
0;cpu-5;21476@kitt;2016;0.0;34
0;cpu-6;21476@kitt;2016;0.0;34
0;cpu-7;21476@kitt;2016;0.0;34
0;cpu-agg;21476@kitt;2216;0.04375;34
0;cpu-0;21476@kitt;2216;0.05;34
0;cpu-1;21476@kitt;2216;0.05263157894736842;34
0;cpu-2;21476@kitt;2216;0.05;34
0;cpu-3;21476@kitt;2216;0.05;34
0;cpu-4;21476@kitt;2216;0.047619047619047616;34
0;cpu-5;21476@kitt;2216;0.0;34
0;cpu-6;21476@kitt;2216;0.09090909090909091;34
0;cpu-7;21476@kitt;2216;0.0;34
0;cpu-agg;21476@kitt;2416;0.049689440993788817;34
0;cpu-0;21476@kitt;2416;0.0;34
0;cpu-1;21476@kitt;2416;0.047619047619047616;34
0;cpu-2;21476@kitt;2416;0.1;34
0;cpu-3;21476@kitt;2416;0.05;34
0;cpu-4;21476@kitt;2416;0.05;34
0;cpu-5;21476@kitt;2416;0.0;34
0;cpu-6;21476@kitt;2416;0.1;34
0;cpu-7;21476@kitt;2416;0.0;34
0;cpu-agg;21476@kitt;2617;0.03184713375796178;34
0;cpu-0;21476@kitt;2617;0.1;34
0;cpu-1;21476@kitt;2617;0.05;34
0;cpu-2;21476@kitt;2617;0.05263157894736842;34
0;cpu-3;21476@kitt;2617;0.05263157894736842;34
0;cpu-4;21476@kitt;2617;0.0;34
0;cpu-5;21476@kitt;2617;0.0;34
0;cpu-6;21476@kitt;2617;0.0;34
0;cpu-7;21476@kitt;2617;0.05;34
0;cpu-agg;21476@kitt;2817;0.03773584905660377;34
0;cpu-0;21476@kitt;2817;0.0;34
0;cpu-1;21476@kitt;2817;0.0;34
0;cpu-2;21476@kitt;2817;0.05;34
0;cpu-3;21476@kitt;2817;0.1;34
0;cpu-4;21476@kitt;2817;0.0;34
0;cpu-5;21476@kitt;2817;0.047619047619047616;34
0;cpu-6;21476@kitt;2817;0.0;34
0;cpu-7;21476@kitt;2817;0.0;34
0;cpu-agg;21476@kitt;3018;0.0440251572327044;34
0;cpu-0;21476@kitt;3018;0.1;34
0;cpu-1;21476@kitt;3018;0.05263157894736842;34
0;cpu-2;21476@kitt;3018;0.05;34
0;cpu-3;21476@kitt;3018;0.1;34
0;cpu-4;21476@kitt;3018;0.0;34
0;cpu-5;21476@kitt;3018;0.0;34
0;cpu-6;21476@kitt;3018;0.0;34
0;cpu-7;21476@kitt;3018;0.05;34
0;cpu-agg;21476@kitt;3218;0.025477707006369428;34
0;cpu-0;21476@kitt;3218;0.0;34
0;cpu-1;21476@kitt;3218;0.0;34
0;cpu-2;21476@kitt;3218;0.0;34
0;cpu-3;21476@kitt;3218;0.10526315789473684;34
0;cpu-4;21476@kitt;3218;0.0;34
0;cpu-5;21476@kitt;3218;0.0;34
0;cpu-6;21476@kitt;3218;0.047619047619047616;34
0;cpu-7;21476@kitt;3218;0.0;34
0;cpu-agg;21476@kitt;3419;0.043478260869565216;34
0;cpu-0;21476@kitt;3419;0.0;34
0;cpu-1;21476@kitt;3419;0.14285714285714285;34
0;cpu-2;21476@kitt;3419;0.0;34
0;cpu-3;21476@kitt;3419;0.0;34
0;cpu-4;21476@kitt;3419;0.047619047619047616;34
0;cpu-5;21476@kitt;3419;0.047619047619047616;34
0;cpu-6;21476@kitt;3419;0.09523809523809523;34
0;cpu-7;21476@kitt;3419;0.0;34
0;cpu-agg;21476@kitt;3619;0.06369426751592357;34
0;cpu-0;21476@kitt;3619;0.10526315789473684;34
0;cpu-1;21476@kitt;3619;0.15;34
0;cpu-2;21476@kitt;3619;0.15;34
0;cpu-3;21476@kitt;3619;0.1;34
0;cpu-4;21476@kitt;3619;0.0;34
0;cpu-5;21476@kitt;3619;0.05;34
0;cpu-6;21476@kitt;3619;0.05;34
0;cpu-7;21476@kitt;3619;0.0;34
