callId;operation;processId;responseTime;timeStamp;numUsers
Long;String;String;Long;Long;Integer
893;org.spotter.demo.app.DummyApp.testOLB();21476@kitt;100;64;34
896;org.spotter.demo.app.DummyApp.testOLB();21476@kitt;138;126;34
905;org.spotter.demo.app.DummyApp.testNoProblem();21476@kitt;0;294;34
895;org.spotter.demo.app.DummyApp.testOLB();21476@kitt;270;95;34
926;org.spotter.demo.app.DummyApp.testNoProblem();21476@kitt;0;379;34
894;org.spotter.demo.app.DummyApp.testOLB();21476@kitt;391;74;34
930;org.spotter.demo.app.DummyApp.testNoProblem();21476@kitt;0;487;34
929;org.spotter.demo.app.DummyApp.testOLB();21476@kitt;113;452;34
932;org.spotter.demo.app.DummyApp.testNoProblem();21476@kitt;0;661;34
928;org.spotter.demo.app.DummyApp.testOLB();21476@kitt;281;384;34
934;org.spotter.demo.app.DummyApp.testNoProblem();21476@kitt;0;738;34
927;org.spotter.demo.app.DummyApp.testOLB();21476@kitt;383;382;34
936;org.spotter.demo.app.DummyApp.testNoProblem();21476@kitt;0;834;34
925;org.spotter.demo.app.DummyApp.testOLB();21476@kitt;496;369;34
937;org.spotter.demo.app.DummyApp.testNoProblem();21476@kitt;0;930;34
922;org.spotter.demo.app.DummyApp.testOLB();21476@kitt;601;364;34
940;org.spotter.demo.app.DummyApp.testNoProblem();21476@kitt;0;1002;34
923;org.spotter.demo.app.DummyApp.testOLB();21476@kitt;701;364;34
943;org.spotter.demo.app.DummyApp.testNoProblem();21476@kitt;0;1148;34
924;org.spotter.demo.app.DummyApp.testOLB();21476@kitt;800;365;34
944;org.spotter.demo.app.DummyApp.testNoProblem();21476@kitt;0;1208;34
921;org.spotter.demo.app.DummyApp.testOLB();21476@kitt;901;364;34
945;org.spotter.demo.app.DummyApp.testNoProblem();21476@kitt;0;1295;34
920;org.spotter.demo.app.DummyApp.testOLB();21476@kitt;1009;357;34
948;org.spotter.demo.app.DummyApp.testNoProblem();21476@kitt;0;1409;34
919;org.spotter.demo.app.DummyApp.testOLB();21476@kitt;1110;356;34
950;org.spotter.demo.app.DummyApp.testNoProblem();21476@kitt;0;1500;34
918;org.spotter.demo.app.DummyApp.testOLB();21476@kitt;1211;355;34
953;org.spotter.demo.app.DummyApp.testNoProblem();21476@kitt;0;1639;34
917;org.spotter.demo.app.DummyApp.testOLB();21476@kitt;1312;354;34
954;org.spotter.demo.app.DummyApp.testNoProblem();21476@kitt;0;1705;34
916;org.spotter.demo.app.DummyApp.testOLB();21476@kitt;1419;347;34
957;org.spotter.demo.app.DummyApp.testNoProblem();21476@kitt;0;1855;34
915;org.spotter.demo.app.DummyApp.testOLB();21476@kitt;1524;342;34
958;org.spotter.demo.app.DummyApp.testNoProblem();21476@kitt;0;1941;34
914;org.spotter.demo.app.DummyApp.testOLB();21476@kitt;1627;339;34
960;org.spotter.demo.app.DummyApp.testNoProblem();21476@kitt;0;2048;34
913;org.spotter.demo.app.DummyApp.testOLB();21476@kitt;1732;334;34
962;org.spotter.demo.app.DummyApp.testNoProblem();21476@kitt;0;2148;34
912;org.spotter.demo.app.DummyApp.testOLB();21476@kitt;1833;334;34
964;org.spotter.demo.app.DummyApp.testNoProblem();21476@kitt;0;2207;34
