callId;cpuId;processId;timeStamp;utilization;step
Long;String;String;Long;Double;Integer
0;cpu-agg;12071@kitt;106;0.09088448002475151;2
0;cpu-0;12071@kitt;106;0.125739184562714;2
0;cpu-1;12071@kitt;106;0.1127633209417596;2
0;cpu-2;12071@kitt;106;0.11471861471861472;2
0;cpu-3;12071@kitt;106;0.10114799875892025;2
0;cpu-4;12071@kitt;106;0.08227652335292297;2
0;cpu-5;12071@kitt;106;0.07734976887519261;2
0;cpu-6;12071@kitt;106;0.05653382761816497;2
0;cpu-7;12071@kitt;106;0.05789959963042809;2
0;cpu-agg;12071@kitt;206;0.1;2
0;cpu-0;12071@kitt;206;0.1111111111111111;2
0;cpu-1;12071@kitt;206;0.1;2
0;cpu-2;12071@kitt;206;0.1;2
0;cpu-3;12071@kitt;206;0.09090909090909091;2
0;cpu-4;12071@kitt;206;0.0;2
0;cpu-5;12071@kitt;206;0.0;2
0;cpu-6;12071@kitt;206;0.0;2
0;cpu-7;12071@kitt;206;0.2222222222222222;2
0;cpu-agg;12071@kitt;307;0.05063291139240506;2
0;cpu-0;12071@kitt;307;0.09090909090909091;2
0;cpu-1;12071@kitt;307;0.0;2
0;cpu-2;12071@kitt;307;0.0;2
0;cpu-3;12071@kitt;307;0.0;2
0;cpu-4;12071@kitt;307;0.0;2
0;cpu-5;12071@kitt;307;0.2;2
0;cpu-6;12071@kitt;307;0.1;2
0;cpu-7;12071@kitt;307;0.0;2
0;cpu-agg;12071@kitt;407;0.038461538461538464;2
0;cpu-0;12071@kitt;407;0.1;2
0;cpu-1;12071@kitt;407;0.1;2
0;cpu-2;12071@kitt;407;0.1;2
0;cpu-3;12071@kitt;407;0.18181818181818182;2
0;cpu-4;12071@kitt;407;0.0;2
0;cpu-5;12071@kitt;407;0.0;2
0;cpu-6;12071@kitt;407;0.1;2
0;cpu-7;12071@kitt;407;0.0;2
0;cpu-agg;12071@kitt;508;0.0625;2
0;cpu-0;12071@kitt;508;0.1;2
0;cpu-1;12071@kitt;508;0.0;2
0;cpu-2;12071@kitt;508;0.1;2
0;cpu-3;12071@kitt;508;0.0;2
0;cpu-4;12071@kitt;508;0.0;2
0;cpu-5;12071@kitt;508;0.0;2
0;cpu-6;12071@kitt;508;0.1;2
0;cpu-7;12071@kitt;508;0.0;2
0;cpu-agg;12071@kitt;608;0.08641975308641975;2
0;cpu-0;12071@kitt;608;0.1;2
0;cpu-1;12071@kitt;608;0.1111111111111111;2
0;cpu-2;12071@kitt;608;0.09090909090909091;2
0;cpu-3;12071@kitt;608;0.1;2
0;cpu-4;12071@kitt;608;0.0;2
0;cpu-5;12071@kitt;608;0.0;2
0;cpu-6;12071@kitt;608;0.1;2
0;cpu-7;12071@kitt;608;0.09090909090909091;2
0;cpu-agg;12071@kitt;709;0.06172839506172839;2
0;cpu-0;12071@kitt;709;0.0;2
0;cpu-1;12071@kitt;709;0.25;2
0;cpu-2;12071@kitt;709;0.1;2
0;cpu-3;12071@kitt;709;0.1;2
0;cpu-4;12071@kitt;709;0.09090909090909091;2
0;cpu-5;12071@kitt;709;0.0;2
0;cpu-6;12071@kitt;709;0.09090909090909091;2
0;cpu-7;12071@kitt;709;0.0;2
0;cpu-agg;12071@kitt;809;0.06172839506172839;2
0;cpu-0;12071@kitt;809;0.1;2
0;cpu-1;12071@kitt;809;0.1;2
0;cpu-2;12071@kitt;809;0.0;2
0;cpu-3;12071@kitt;809;0.18181818181818182;2
0;cpu-4;12071@kitt;809;0.0;2
0;cpu-5;12071@kitt;809;0.0;2
0;cpu-6;12071@kitt;809;0.0;2
0;cpu-7;12071@kitt;809;0.0;2
0;cpu-agg;12071@kitt;910;0.0379746835443038;2
0;cpu-0;12071@kitt;910;0.1;2
0;cpu-1;12071@kitt;910;0.1;2
0;cpu-2;12071@kitt;910;0.0;2
0;cpu-3;12071@kitt;910;0.1;2
0;cpu-4;12071@kitt;910;0.0;2
0;cpu-5;12071@kitt;910;0.0;2
0;cpu-6;12071@kitt;910;0.0;2
0;cpu-7;12071@kitt;910;0.0;2
0;cpu-agg;12071@kitt;1010;0.09876543209876543;2
0;cpu-0;12071@kitt;1010;0.2222222222222222;2
0;cpu-1;12071@kitt;1010;0.2;2
0;cpu-2;12071@kitt;1010;0.0;2
0;cpu-3;12071@kitt;1010;0.1;2
0;cpu-4;12071@kitt;1010;0.0;2
0;cpu-5;12071@kitt;1010;0.0;2
0;cpu-6;12071@kitt;1010;0.0;2
0;cpu-7;12071@kitt;1010;0.0;2
0;cpu-agg;12071@kitt;1111;0.0759493670886076;2
0;cpu-0;12071@kitt;1111;0.1;2
0;cpu-1;12071@kitt;1111;0.1;2
0;cpu-2;12071@kitt;1111;0.1;2
0;cpu-3;12071@kitt;1111;0.18181818181818182;2
0;cpu-4;12071@kitt;1111;0.1111111111111111;2
0;cpu-5;12071@kitt;1111;0.0;2
0;cpu-6;12071@kitt;1111;0.0;2
0;cpu-7;12071@kitt;1111;0.1;2
0;cpu-agg;12071@kitt;1211;0.1125;2
0;cpu-0;12071@kitt;1211;0.30000000000000004;2
0;cpu-1;12071@kitt;1211;0.1;2
0;cpu-2;12071@kitt;1211;0.2727272727272727;2
0;cpu-3;12071@kitt;1211;0.1111111111111111;2
0;cpu-4;12071@kitt;1211;0.18181818181818182;2
0;cpu-5;12071@kitt;1211;0.09090909090909091;2
0;cpu-6;12071@kitt;1211;0.09090909090909091;2
0;cpu-7;12071@kitt;1211;0.0;2
0;cpu-agg;12071@kitt;1312;0.07317073170731707;2
0;cpu-0;12071@kitt;1312;0.1;2
0;cpu-1;12071@kitt;1312;0.0;2
0;cpu-2;12071@kitt;1312;0.1;2
0;cpu-3;12071@kitt;1312;0.1;2
0;cpu-4;12071@kitt;1312;0.0;2
0;cpu-5;12071@kitt;1312;0.0;2
0;cpu-6;12071@kitt;1312;0.0;2
0;cpu-7;12071@kitt;1312;0.09090909090909091;2
0;cpu-agg;12071@kitt;1412;0.08641975308641975;2
0;cpu-0;12071@kitt;1412;0.2;2
0;cpu-1;12071@kitt;1412;0.125;2
0;cpu-2;12071@kitt;1412;0.0;2
0;cpu-3;12071@kitt;1412;0.16666666666666666;2
0;cpu-4;12071@kitt;1412;0.0;2
0;cpu-5;12071@kitt;1412;0.09090909090909091;2
0;cpu-6;12071@kitt;1412;0.0;2
0;cpu-7;12071@kitt;1412;0.0;2
0;cpu-agg;12071@kitt;1513;0.02564102564102564;2
0;cpu-0;12071@kitt;1513;0.1;2
0;cpu-1;12071@kitt;1513;0.1;2
0;cpu-2;12071@kitt;1513;0.0;2
0;cpu-3;12071@kitt;1513;0.0;2
0;cpu-4;12071@kitt;1513;0.0;2
0;cpu-5;12071@kitt;1513;0.0;2
0;cpu-6;12071@kitt;1513;0.0;2
0;cpu-7;12071@kitt;1513;0.0;2
0;cpu-agg;12071@kitt;1613;0.05;2
0;cpu-0;12071@kitt;1613;0.1;2
0;cpu-1;12071@kitt;1613;0.1;2
0;cpu-2;12071@kitt;1613;0.1;2
0;cpu-3;12071@kitt;1613;0.1;2
0;cpu-4;12071@kitt;1613;0.0;2
0;cpu-5;12071@kitt;1613;0.0;2
0;cpu-6;12071@kitt;1613;0.0;2
0;cpu-7;12071@kitt;1613;0.0;2
0;cpu-agg;12071@kitt;1714;0.06097560975609756;2
0;cpu-0;12071@kitt;1714;0.0;2
0;cpu-1;12071@kitt;1714;0.2;2
0;cpu-2;12071@kitt;1714;0.18181818181818182;2
0;cpu-3;12071@kitt;1714;0.09090909090909091;2
0;cpu-4;12071@kitt;1714;0.0;2
0;cpu-5;12071@kitt;1714;0.0;2
0;cpu-6;12071@kitt;1714;0.0;2
0;cpu-7;12071@kitt;1714;0.0;2
0;cpu-agg;12071@kitt;1815;0.06329113924050633;2
0;cpu-0;12071@kitt;1815;0.0;2
0;cpu-1;12071@kitt;1815;0.1;2
0;cpu-2;12071@kitt;1815;0.18181818181818182;2
0;cpu-3;12071@kitt;1815;0.2;2
0;cpu-4;12071@kitt;1815;0.0;2
0;cpu-5;12071@kitt;1815;0.1;2
0;cpu-6;12071@kitt;1815;0.0;2
0;cpu-7;12071@kitt;1815;0.0;2
0;cpu-agg;12071@kitt;1915;0.05;2
0;cpu-0;12071@kitt;1915;0.18181818181818182;2
0;cpu-1;12071@kitt;1915;0.0;2
0;cpu-2;12071@kitt;1915;0.1;2
0;cpu-3;12071@kitt;1915;0.18181818181818182;2
0;cpu-4;12071@kitt;1915;0.0;2
0;cpu-5;12071@kitt;1915;0.0;2
0;cpu-6;12071@kitt;1915;0.0;2
0;cpu-7;12071@kitt;1915;0.09090909090909091;2
0;cpu-agg;12071@kitt;2016;0.08641975308641975;2
0;cpu-0;12071@kitt;2016;0.1;2
0;cpu-1;12071@kitt;2016;0.0;2
0;cpu-2;12071@kitt;2016;0.1;2
