callId;cpuId;processId;timeStamp;utilization;step
Long;String;String;Long;Double;Integer
0;cpu-agg;21476@kitt;103;0.14367948777146727;1
0;cpu-0;21476@kitt;103;0.1251082786783814;1
0;cpu-1;21476@kitt;103;0.16572133168927247;1
0;cpu-2;21476@kitt;103;0.16697473813924832;1
0;cpu-3;21476@kitt;103;0.11542730299667037;1
0;cpu-4;21476@kitt;103;0.07015822396663804;1
0;cpu-5;21476@kitt;103;0.3540975549821846;1
0;cpu-6;21476@kitt;103;0.07802116662564607;1
0;cpu-7;21476@kitt;103;0.07395577395577395;1
0;cpu-agg;21476@kitt;204;0.075;1
0;cpu-0;21476@kitt;204;0.0;1
0;cpu-1;21476@kitt;204;0.1;1
0;cpu-2;21476@kitt;204;0.0;1
0;cpu-3;21476@kitt;204;0.3;1
0;cpu-4;21476@kitt;204;0.0;1
0;cpu-5;21476@kitt;204;0.09090909090909091;1
0;cpu-6;21476@kitt;204;0.0;1
0;cpu-7;21476@kitt;204;0.0;1
0;cpu-agg;21476@kitt;304;0.07692307692307693;1
0;cpu-0;21476@kitt;304;0.1;1
0;cpu-1;21476@kitt;304;0.1;1
0;cpu-2;21476@kitt;304;0.0;1
0;cpu-3;21476@kitt;304;0.3;1
0;cpu-4;21476@kitt;304;0.0;1
0;cpu-5;21476@kitt;304;0.1;1
0;cpu-6;21476@kitt;304;0.0;1
0;cpu-7;21476@kitt;304;0.0;1
0;cpu-agg;21476@kitt;405;0.08860759493670886;1
0;cpu-0;21476@kitt;405;0.1;1
0;cpu-1;21476@kitt;405;0.09090909090909091;1
0;cpu-2;21476@kitt;405;0.0;1
0;cpu-3;21476@kitt;405;0.3333333333333333;1
0;cpu-4;21476@kitt;405;0.0;1
0;cpu-5;21476@kitt;405;0.0;1
0;cpu-6;21476@kitt;405;0.1;1
0;cpu-7;21476@kitt;405;0.0;1
0;cpu-agg;21476@kitt;505;0.05063291139240506;1
0;cpu-0;21476@kitt;505;0.1;1
0;cpu-1;21476@kitt;505;0.0;1
0;cpu-2;21476@kitt;505;0.18181818181818182;1
0;cpu-3;21476@kitt;505;0.0;1
0;cpu-4;21476@kitt;505;0.0;1
0;cpu-5;21476@kitt;505;0.0;1
