callId;cpuId;processId;timeStamp;utilization;step
Long;String;String;Long;Double;Integer
0;cpu-agg;21476@kitt;103;0.3017900931829328;2
0;cpu-0;21476@kitt;103;0.2724950884086444;2
0;cpu-1;21476@kitt;103;0.25088200705605646;2
0;cpu-2;21476@kitt;103;0.17867661496171214;2
0;cpu-3;21476@kitt;103;0.20984506766032554;2
0;cpu-4;21476@kitt;103;0.26763322884012536;2
0;cpu-5;21476@kitt;103;0.38515901060070673;2
0;cpu-6;21476@kitt;103;0.6716973735789886;2
0;cpu-7;21476@kitt;103;0.17765999214762462;2
0;cpu-agg;21476@kitt;204;0.6;2
0;cpu-0;21476@kitt;204;1.0;2
0;cpu-1;21476@kitt;204;0.4;2
0;cpu-2;21476@kitt;204;0.1;2
0;cpu-3;21476@kitt;204;0.6666666666666666;2
0;cpu-4;21476@kitt;204;0.4444444444444444;2
0;cpu-5;21476@kitt;204;0.18181818181818182;2
0;cpu-6;21476@kitt;204;1.0;2
0;cpu-7;21476@kitt;204;1.0;2
0;cpu-agg;21476@kitt;304;0.45;2
0;cpu-0;21476@kitt;304;0.6363636363636364;2
0;cpu-1;21476@kitt;304;0.8181818181818182;2
0;cpu-2;21476@kitt;304;0.0;2
0;cpu-3;21476@kitt;304;0.18181818181818182;2
0;cpu-4;21476@kitt;304;0.4;2
0;cpu-5;21476@kitt;304;0.2;2
0;cpu-6;21476@kitt;304;1.0;2
0;cpu-7;21476@kitt;304;0.2727272727272727;2
0;cpu-agg;21476@kitt;404;0.6749999999999999;2
0;cpu-0;21476@kitt;404;0.9;2
0;cpu-1;21476@kitt;404;1.0;2
0;cpu-2;21476@kitt;404;0.30000000000000004;2
0;cpu-3;21476@kitt;404;0.2727272727272727;2
0;cpu-4;21476@kitt;404;0.36363636363636365;2
0;cpu-5;21476@kitt;404;0.7;2
0;cpu-6;21476@kitt;404;1.0;2
0;cpu-7;21476@kitt;404;1.0;2
0;cpu-agg;21476@kitt;505;0.6987951807228916;2
0;cpu-0;21476@kitt;505;0.9;2
0;cpu-1;21476@kitt;505;0.7777777777777778;2
0;cpu-2;21476@kitt;505;0.36363636363636365;2
0;cpu-3;21476@kitt;505;0.6000000000000001;2
0;cpu-4;21476@kitt;505;0.5;2
0;cpu-5;21476@kitt;505;0.4;2
0;cpu-6;21476@kitt;505;1.0;2
0;cpu-7;21476@kitt;505;1.0;2
0;cpu-agg;21476@kitt;605;0.5769230769230769;2
0;cpu-0;21476@kitt;605;1.0;2
0;cpu-1;21476@kitt;605;0.3333333333333333;2
0;cpu-2;21476@kitt;605;0.5;2
0;cpu-3;21476@kitt;605;0.4;2
0;cpu-4;21476@kitt;605;0.0;2
0;cpu-5;21476@kitt;605;0.2727272727272727;2
0;cpu-6;21476@kitt;605;1.0;2
0;cpu-7;21476@kitt;605;1.0;2
0;cpu-agg;21476@kitt;705;0.575;2
0;cpu-0;21476@kitt;705;1.0;2
0;cpu-1;21476@kitt;705;0.2222222222222222;2
0;cpu-2;21476@kitt;705;1.0;2
0;cpu-3;21476@kitt;705;0.09090909090909091;2
0;cpu-4;21476@kitt;705;0.18181818181818182;2
0;cpu-5;21476@kitt;705;0.1;2
0;cpu-6;21476@kitt;705;1.0;2
0;cpu-7;21476@kitt;705;1.0;2
0;cpu-agg;21476@kitt;806;0.5625;2
0;cpu-0;21476@kitt;806;1.0;2
0;cpu-1;21476@kitt;806;0.1;2
0;cpu-2;21476@kitt;806;1.0;2
0;cpu-3;21476@kitt;806;0.1;2
0;cpu-4;21476@kitt;806;0.2;2
0;cpu-5;21476@kitt;806;0.1111111111111111;2
0;cpu-6;21476@kitt;806;1.0;2
0;cpu-7;21476@kitt;806;1.0;2
0;cpu-agg;21476@kitt;906;0.6097560975609757;2
0;cpu-0;21476@kitt;906;1.0;2
0;cpu-1;21476@kitt;906;0.45454545454545453;2
0;cpu-2;21476@kitt;906;0.6666666666666666;2
0;cpu-3;21476@kitt;906;0.1;2
0;cpu-4;21476@kitt;906;0.36363636363636365;2
0;cpu-5;21476@kitt;906;0.36363636363636365;2
0;cpu-6;21476@kitt;906;1.0;2
0;cpu-7;21476@kitt;906;1.0;2
0;cpu-agg;21476@kitt;1006;0.6419753086419753;2
0;cpu-0;21476@kitt;1006;1.0;2
0;cpu-1;21476@kitt;1006;0.4;2
0;cpu-2;21476@kitt;1006;0.36363636363636365;2
0;cpu-3;21476@kitt;1006;0.8;2
0;cpu-4;21476@kitt;1006;0.1111111111111111;2
0;cpu-5;21476@kitt;1006;0.9;2
0;cpu-6;21476@kitt;1006;0.6;2
0;cpu-7;21476@kitt;1006;1.0;2
0;cpu-agg;21476@kitt;1107;0.5822784810126582;2
0;cpu-0;21476@kitt;1107;1.0;2
0;cpu-1;21476@kitt;1107;0.0;2
0;cpu-2;21476@kitt;1107;0.36363636363636365;2
0;cpu-3;21476@kitt;1107;1.0;2
0;cpu-4;21476@kitt;1107;0.18181818181818182;2
0;cpu-5;21476@kitt;1107;1.0;2
0;cpu-6;21476@kitt;1107;0.1111111111111111;2
0;cpu-7;21476@kitt;1107;1.0;2
0;cpu-agg;21476@kitt;1207;0.6708860759493671;2
0;cpu-0;21476@kitt;1207;1.0;2
0;cpu-1;21476@kitt;1207;0.4545454545454546;2
0;cpu-2;21476@kitt;1207;0.3333333333333333;2
0;cpu-3;21476@kitt;1207;1.0;2
0;cpu-4;21476@kitt;1207;0.4;2
0;cpu-5;21476@kitt;1207;1.0;2
0;cpu-6;21476@kitt;1207;0.3;2
0;cpu-7;21476@kitt;1207;1.0;2
0;cpu-agg;21476@kitt;1307;0.6625;2
0;cpu-0;21476@kitt;1307;0.8;2
0;cpu-1;21476@kitt;1307;0.7;2
0;cpu-2;21476@kitt;1307;0.36363636363636365;2
0;cpu-3;21476@kitt;1307;1.0;2
0;cpu-4;21476@kitt;1307;0.2;2
0;cpu-5;21476@kitt;1307;0.9090909090909091;2
0;cpu-6;21476@kitt;1307;0.125;2
0;cpu-7;21476@kitt;1307;1.0;2
