callId;cpuId;processId;timeStamp;utilization;step
Long;String;String;Long;Double;Integer
0;cpu-agg;12071@kitt;105;0.07742078517628251;1
0;cpu-0;12071@kitt;105;0.09442564391802971;1
0;cpu-1;12071@kitt;105;0.09781745104453896;1
0;cpu-2;12071@kitt;105;0.09431312894921601;1
0;cpu-3;12071@kitt;105;0.09560747663551401;1
0;cpu-4;12071@kitt;105;0.0716789667896679;1
0;cpu-5;12071@kitt;105;0.06201297186318884;1
0;cpu-6;12071@kitt;105;0.047748084470192485;1
0;cpu-7;12071@kitt;105;0.05608391608391608;1
0;cpu-agg;12071@kitt;206;0.0625;1
0;cpu-0;12071@kitt;206;0.0;1
0;cpu-1;12071@kitt;206;0.0;1
0;cpu-2;12071@kitt;206;0.1;1
0;cpu-3;12071@kitt;206;0.18181818181818182;1
0;cpu-4;12071@kitt;206;0.0;1
0;cpu-5;12071@kitt;206;0.0;1
0;cpu-6;12071@kitt;206;0.0;1
0;cpu-7;12071@kitt;206;0.0;1
0;cpu-agg;12071@kitt;306;0.1125;1
0;cpu-0;12071@kitt;306;0.1;1
0;cpu-1;12071@kitt;306;0.1;1
0;cpu-2;12071@kitt;306;0.1111111111111111;1
0;cpu-3;12071@kitt;306;0.1;1
0;cpu-4;12071@kitt;306;0.0;1
0;cpu-5;12071@kitt;306;0.2727272727272727;1
0;cpu-6;12071@kitt;306;0.0;1
0;cpu-7;12071@kitt;306;0.2222222222222222;1
0;cpu-agg;12071@kitt;407;0.10126582278481013;1
0;cpu-0;12071@kitt;407;0.09090909090909091;1
0;cpu-1;12071@kitt;407;0.2;1
0;cpu-2;12071@kitt;407;0.2;1
0;cpu-3;12071@kitt;407;0.1;1
0;cpu-4;12071@kitt;407;0.0;1
0;cpu-5;12071@kitt;407;0.0;1
0;cpu-6;12071@kitt;407;0.2;1
0;cpu-7;12071@kitt;407;0.0;1
0;cpu-agg;12071@kitt;508;0.0759493670886076;1
0;cpu-0;12071@kitt;508;0.1111111111111111;1
0;cpu-1;12071@kitt;508;0.2222222222222222;1
0;cpu-2;12071@kitt;508;0.0;1
0;cpu-3;12071@kitt;508;0.09090909090909091;1
0;cpu-4;12071@kitt;508;0.0;1
0;cpu-5;12071@kitt;508;0.0;1
0;cpu-6;12071@kitt;508;0.18181818181818182;1
0;cpu-7;12071@kitt;508;0.0;1
0;cpu-agg;12071@kitt;608;0.08974358974358974;1
0;cpu-0;12071@kitt;608;0.1;1
0;cpu-1;12071@kitt;608;0.2;1
0;cpu-2;12071@kitt;608;0.2222222222222222;1
0;cpu-3;12071@kitt;608;0.0;1
0;cpu-4;12071@kitt;608;0.1;1
0;cpu-5;12071@kitt;608;0.1;1
0;cpu-6;12071@kitt;608;0.0;1
0;cpu-7;12071@kitt;608;0.0;1
